Filename,BPM,MFCC,Centroid,Rolloff,Chroma,ZCR,RMS,Label
blues.00040.wav,[172.265625],4.531963,2272.5176192636222,5108.277444278493,0.39779353,0.09765700585332818,0.13483502,blues
blues.00041.wav,[129.19921875],5.142609,2390.7715766040606,5403.758990875339,0.38709408,0.10228887504837461,0.12912002,blues
blues.00042.wav,[89.10290948],3.2594633,2302.0756478879343,5188.535292303599,0.37768537,0.09786448759191177,0.11095126,blues
blues.00043.wav,[129.19921875],4.200451,2155.6312958781195,5011.978026587896,0.39904937,0.08716538373161764,0.12724723,blues
blues.00044.wav,[135.99917763],5.3391185,2279.265543032408,5198.476898854731,0.39016002,0.09257049088138544,0.136178,blues
blues.00045.wav,[129.19921875],4.370101,1739.0461604116053,4551.180812965606,0.4297208,0.048051863631965945,0.14830446,blues
blues.00046.wav,[123.046875],1.6593103,1912.443629773089,4776.687782689145,0.38791004,0.05842595056114551,0.1025371,blues
blues.00047.wav,[151.99908088],0.9222866,2013.3644495068743,4849.570675309597,0.33643752,0.07534497145897832,0.11219596,blues
blues.00048.wav,[123.046875],4.028836,2148.749819335174,4673.621739248742,0.37941048,0.09881232766544118,0.12392563,blues
blues.00049.wav,[123.046875],-3.075601,1318.6237037811225,3046.8565760751258,0.27759212,0.03997292533378483,0.08856345,blues
blues.00050.wav,[135.99917763],7.407716,1945.6207939267476,4175.766416378435,0.40090895,0.08580598152089783,0.18233933,blues
blues.00051.wav,[99.38401442],7.6919866,1977.1089040094187,3942.8761579672987,0.39371133,0.1066270952254257,0.19665055,blues
blues.00052.wav,[151.99908088],0.10791609,1443.2688618053005,3069.306440323868,0.3390607,0.06719384916795666,0.098878264,blues
blues.00053.wav,[103.359375],5.031733,2171.1586190945404,4237.0993788397345,0.4124909,0.13280229598006965,0.16826628,blues
blues.00054.wav,[89.10290948],8.822017,2030.3725287964605,4062.6921001233554,0.4528756,0.10338599615421827,0.20081738,blues
blues.00055.wav,[135.99917763],4.966831,2032.1200141615245,4023.509003724845,0.4328375,0.11316673822078173,0.15775262,blues
blues.00056.wav,[161.49902344],3.1588376,1810.9603368829592,3927.2429191660217,0.39237875,0.07547951335139319,0.13766219,blues
blues.00057.wav,[92.28515625],5.8182755,1886.705706255258,3828.0685188600523,0.4243216,0.08992387045278638,0.17587894,blues
blues.00058.wav,[107.66601562],3.5735579,2068.3276532886216,4231.51607926785,0.35666832,0.10437162889415634,0.16195586,blues
blues.00059.wav,[107.66601562],5.7875457,2235.9219734301396,4390.048453977603,0.40606847,0.14228825524864552,0.16994148,blues
blues.00060.wav,[151.99908088],8.176093,1946.5344115984576,3955.776079963235,0.43093038,0.09745368130804953,0.19614176,blues
blues.00061.wav,[129.19921875],4.254066,2503.952796432079,5077.135965920085,0.45192987,0.16758439858262383,0.14170721,blues
blues.00062.wav,[112.34714674],-3.9360824,2279.808618295741,4732.271384602361,0.3118191,0.11714895148026316,0.10619286,blues
blues.00063.wav,[92.28515625],-4.9802012,2839.267572265232,5710.907133592541,0.33039847,0.15435583155959753,0.096282795,blues
blues.00064.wav,[78.30255682],-1.3300124,2553.2225631938227,5148.04387048302,0.33248457,0.14685171971749225,0.11736054,blues
blues.00065.wav,[107.66601562],-5.3041,2816.7459196931127,5614.507716506628,0.29269594,0.14631846519446595,0.10030478,blues
blues.00066.wav,[161.49902344],-0.4727865,2340.3362115325713,4972.26993336397,0.3748415,0.1217751517753483,0.11046952,blues
blues.00067.wav,[161.49902344],-0.3592301,2258.5305012842978,4755.35457835478,0.33793774,0.11276500217685759,0.12903935,blues
blues.00068.wav,[161.49902344],-2.0361736,2513.747081320468,5247.468269277283,0.2895239,0.13514619715073528,0.103048086,blues
blues.00069.wav,[78.30255682],-6.1567535,2370.9632922676196,5004.08640764077,0.29198295,0.12514096664570434,0.11654019,blues
blues.00070.wav,[143.5546875],-3.6107364,2159.5483196611644,4685.038336880805,0.3226874,0.0983489895752709,0.10612649,blues
blues.00071.wav,[73.828125],0.1322695,2429.3359591758494,5065.152705047891,0.30524948,0.13468663832720587,0.12049466,blues
blues.00072.wav,[103.359375],-4.767308,2595.2893633321164,5660.282439713139,0.30702648,0.12924562814434984,0.10387338,blues
blues.00073.wav,[99.38401442],7.5289993,2094.775833910308,4482.2562297431305,0.34202734,0.10056968665344428,0.2596552,blues
blues.00074.wav,[112.34714674],6.107134,2515.8691600222824,5771.615099833108,0.367174,0.12091612446787926,0.19690311,blues
blues.00075.wav,[117.45383523],6.5792556,2225.1768658281667,4703.588224712171,0.46645755,0.10858664497871517,0.19203044,blues
blues.00076.wav,[117.45383523],7.4081616,2645.5300364910313,5611.974398491921,0.36558744,0.1364685625483746,0.2189702,blues
blues.00077.wav,[99.38401442],7.9037466,2206.7704721917903,4657.321837812016,0.40887603,0.11152578064531733,0.24310125,blues
blues.00078.wav,[123.046875],8.589851,2333.716389709888,4942.928444121275,0.4142576,0.12386319659442724,0.25794896,blues
blues.00079.wav,[78.30255682],9.974794,2443.2389164951205,5267.559814453125,0.42153448,0.12473545133513932,0.2707483,blues
blues.00080.wav,[117.45383523],5.5741024,1827.1513096464714,3743.635696080447,0.36825618,0.09403873597136223,0.24234188,blues
blues.00081.wav,[103.359375],4.358011,2116.8942510812694,4195.97462751548,0.38028282,0.12727247303115324,0.24817622,blues
blues.00082.wav,[123.046875],5.811301,2141.332015271235,4627.63035068571,0.3388864,0.10515129160216719,0.25125322,blues
blues.00083.wav,[135.99917763],9.460208,2314.8192389666888,5036.269546367066,0.4273561,0.11795053393479102,0.25118035,blues
blues.00084.wav,[112.34714674],7.073382,2061.202741434345,4221.307807662539,0.39630073,0.11339689555921052,0.23509325,blues
blues.00085.wav,[143.5546875],1.7478117,1312.3500760815823,2637.734049983069,0.31538674,0.059416496347716716,0.15017585,blues
blues.00086.wav,[123.046875],0.8234539,1245.581771913736,2517.6097763581174,0.36590296,0.04882661329334365,0.12492373,blues
blues.00087.wav,[172.265625],1.7506183,1441.9992540972155,3083.26468925358,0.33674198,0.050889337025928794,0.15801172,blues
blues.00088.wav,[172.265625],2.5136552,1006.8779768813247,2075.0707856641834,0.3778739,0.03206556574109907,0.14201057,blues
blues.00089.wav,[107.66601562],-8.392327,798.5684450379811,1455.816196878628,0.34869307,0.025639678671633127,0.052771624,blues
blues.00090.wav,[143.5546875],2.2930477,1613.4333911575961,3470.72901297649,0.3778906,0.058235853449109906,0.13184188,blues
blues.00091.wav,[63.02400915],0.20764671,991.1502533354555,1943.2882492018189,0.42194933,0.03605269204721362,0.09938009,blues
blues.00092.wav,[83.35433468],-4.9340854,918.3602069536548,1601.531982421875,0.39106512,0.03231802075270898,0.06304374,blues
blues.00093.wav,[58.72691761],-4.5482335,570.1506880585581,928.8527166880322,0.3777357,0.021700549051857584,0.06589097,blues
blues.00094.wav,[103.359375],1.2626098,1239.6879986706629,2519.0431010243324,0.37671533,0.05090785543246904,0.14092092,blues
blues.00095.wav,[135.99917763],4.70377,1388.4454872380973,2754.6166765431503,0.36996734,0.05714742465654025,0.18706326,blues
blues.00096.wav,[143.5546875],-11.228804,1132.5184226709684,2066.2458390274282,0.26061335,0.048313766810178016,0.05132765,blues
blues.00097.wav,[117.45383523],5.435042,1236.606352338598,2604.350918512964,0.3752842,0.04462595842202012,0.19820397,blues
blues.00098.wav,[123.046875],3.9726973,2310.1410834053418,4829.08746583543,0.4431951,0.12842590520994582,0.12533903,blues
blues.00099.wav,[92.28515625],-3.1807945,1538.9317922233738,3175.4391318873354,0.3702457,0.07479924535603716,0.10503796,blues
classical.00000.wav,[95.703125],-11.08352,1505.3776997189866,2717.316902089783,0.2523795,0.09824505974264706,0.03624397,classical
classical.00001.wav,[112.34714674],-15.36004,1360.5964481029573,2387.9772268950755,0.2150471,0.0877715781008127,0.030614555,classical
classical.00002.wav,[99.38401442],-8.742816,1490.0147947114058,2784.9498264560757,0.27784783,0.09004972003192724,0.043840673,classical
classical.00003.wav,[71.77734375],-13.299564,1526.560670734666,2915.6907025505516,0.23423359,0.10895172213622291,0.029436052,classical
classical.00004.wav,[161.49902344],-13.99085,1705.7324266471087,3176.230793766931,0.22157979,0.1128666644494969,0.04228822,classical
classical.00005.wav,[143.5546875],-10.891356,1431.542306293269,2836.7578465133997,0.26855293,0.07523877406636997,0.04325064,classical
classical.00006.wav,[99.38401442],-11.786743,1372.8214993768145,2738.0917764669603,0.26145098,0.07292321739551083,0.03322204,classical
classical.00007.wav,[215.33203125],-11.3255205,1358.926260249797,2668.167199291312,0.27657983,0.07314694998065016,0.040846772,classical
classical.00008.wav,[135.99917763],-13.342212,1516.6480402419818,2974.0070165864454,0.2547598,0.07878788336880804,0.034031406,classical
classical.00009.wav,[234.90767045],-14.38487,1216.426225125279,2560.8928479646383,0.2705048,0.05627025686919505,0.023789303,classical
classical.00010.wav,[103.359375],-14.511462,1497.076295694056,2868.049323964783,0.24500221,0.08621640987809598,0.029503612,classical
classical.00011.wav,[151.99908088],-16.174551,949.3765619854879,1695.8730786208398,0.24491912,0.06072601223877709,0.02149812,classical
classical.00012.wav,[95.703125],-16.861023,1179.9891396444557,2154.0036417013353,0.23568681,0.06593875471652477,0.03140695,classical
classical.00013.wav,[129.19921875],-15.802985,1388.2456582676334,2599.025950712316,0.23204602,0.08088953354779412,0.031721637,classical
classical.00014.wav,[143.5546875],-17.125664,1279.5500532331514,2389.4272181271767,0.23408201,0.0684731309258901,0.03160188,classical
classical.00015.wav,[83.35433468],-22.08411,1371.6170328582264,2619.859158070095,0.21659923,0.07575237640286378,0.011429043,classical
classical.00016.wav,[99.38401442],-23.375912,1054.4585145386827,1947.2048921850812,0.21924284,0.04766448880127709,0.008008791,classical
classical.00017.wav,[89.10290948],-16.24556,1358.9070916597766,2418.1770442809116,0.25641188,0.08111553369291796,0.03737135,classical
classical.00018.wav,[161.49902344],-17.119804,1158.0012026973075,2182.0034723901895,0.23910886,0.07066888484423374,0.018668028,classical
classical.00019.wav,[95.703125],-22.37063,1184.5272815945475,2289.252823868034,0.28404716,0.057591488486842105,0.007990337,classical
classical.00020.wav,[143.5546875],-12.496361,1218.4372978528554,2295.311120567676,0.26897264,0.0698128809500774,0.0384091,classical
classical.00021.wav,[135.99917763],-14.835055,1371.3696318927568,2570.159458597378,0.26681942,0.07956679022349071,0.045445524,classical
classical.00022.wav,[107.66601562],-11.432073,1211.2151185706325,2237.4698036595396,0.2762817,0.06844629813273993,0.047890313,classical
classical.00023.wav,[95.703125],-16.06992,983.7618406456091,1852.522131385449,0.26717928,0.044227245791408666,0.017124044,classical
classical.00024.wav,[151.99908088],-8.951576,1253.1322234388265,2293.0278010412635,0.25333998,0.07164771490421827,0.0666634,classical
classical.00025.wav,[129.19921875],-8.063355,1184.0658218421831,2139.1537314967104,0.29736656,0.068293993687113,0.06411321,classical
classical.00026.wav,[161.49902344],-17.67525,1278.574558748878,2233.2198293585525,0.24567784,0.08174818292859908,0.038869526,classical
classical.00027.wav,[135.99917763],-15.179104,901.7856877463795,1456.6161920411669,0.24073409,0.05344941224845201,0.028412972,classical
classical.00028.wav,[161.49902344],-9.788892,1313.7853629984959,2397.4188364696206,0.2629238,0.08109777113970588,0.06258049,classical
classical.00029.wav,[135.99917763],-14.157423,1558.898531652357,2922.2156630950076,0.24696632,0.09221523981714397,0.041575287,classical
classical.00030.wav,[117.45383523],-18.789167,1243.720620928661,2353.2857700029026,0.27832785,0.06372448239164087,0.029729722,classical
classical.00031.wav,[112.34714674],-15.1237135,822.4267361319853,1434.199660924197,0.3031798,0.03945743336397059,0.026797185,classical
classical.00032.wav,[103.359375],-24.809603,792.835553815877,1207.3843657785894,0.28319946,0.03658178937693499,0.008043457,classical
classical.00033.wav,[95.703125],-23.691032,1128.3232351038566,2165.7952370658377,0.30397424,0.05439309512867647,0.012357474,classical
classical.00034.wav,[123.046875],-15.671478,1369.6932279666041,2655.325610275977,0.27409896,0.07356796028444272,0.038916074,classical
classical.00035.wav,[151.99908088],-12.697743,1016.4245653368089,1823.9389708905767,0.3192511,0.06115495900251548,0.040571712,classical
classical.00036.wav,[107.66601562],-24.652214,1281.8143785370296,2440.3352436266446,0.23929831,0.059410449521091334,0.016008371,classical
classical.00037.wav,[161.49902344],-17.094496,1534.2936138496057,2838.866167098007,0.2842068,0.09395219076528638,0.04150091,classical
classical.00038.wav,[151.99908088],-15.119476,1279.1711367505459,2377.393957557324,0.2945445,0.07583589819562693,0.04430227,classical
classical.00039.wav,[161.49902344],-21.423992,1633.409673177342,3161.49754952351,0.27088746,0.10895928066950464,0.012813881,classical
classical.00040.wav,[107.66601562],-22.038874,1396.6924270627298,2652.8339586759867,0.2505569,0.0726431737374226,0.01974107,classical
classical.00041.wav,[123.046875],-22.746958,1329.2649559947513,2462.0767788252224,0.26820537,0.07881698372194272,0.021296714,classical
classical.00042.wav,[198.76802885],-7.2227983,1327.3486451321814,2172.5785293815306,0.26172364,0.09385279605263158,0.13462317,classical
classical.00043.wav,[129.19921875],-12.188494,1063.472218094083,1611.1902573529412,0.19094546,0.051040885618227554,0.11537952,classical
classical.00044.wav,[80.74951172],-23.656502,1181.5125561645536,2032.8127078596654,0.25204444,0.07170553768382353,0.017927846,classical
classical.00045.wav,[184.5703125],-6.8550086,1175.9242233254756,1901.2301701879353,0.23626502,0.0622955416747291,0.13858975,classical
classical.00046.wav,[129.19921875],-0.659542,1878.7740300458224,3634.0696919444176,0.34679076,0.11161308170472137,0.115102775,classical
classical.00047.wav,[123.046875],-24.514275,1173.9310654516082,2083.120736987229,0.2584649,0.06632537369388544,0.009494158,classical
classical.00048.wav,[172.265625],0.10039646,1516.0858565701667,2771.5582407664956,0.29686394,0.087271581124226,0.16088608,classical
classical.00049.wav,[103.359375],-2.2007806,2224.8938399288413,4467.456319236165,0.3116152,0.10944642813951239,0.12373418,classical
classical.00050.wav,[107.66601562],-21.309153,1170.1422672261847,2360.427393485149,0.28610158,0.049492898002128485,0.007965068,classical
classical.00051.wav,[135.99917763],-3.0384052,1527.645526264714,3220.8305240784634,0.38145718,0.06010507872968266,0.08052824,classical
classical.00052.wav,[161.49902344],-9.42324,2411.9327529379098,4994.561465236794,0.38802975,0.12697013169988391,0.05548111,classical
classical.00053.wav,[215.33203125],0.88343495,1465.595382672086,2749.3833748548764,0.30471268,0.0879189694998065,0.13980983,classical
classical.00054.wav,[95.703125],0.9369433,1712.466255822982,2833.499532882643,0.31949472,0.11627820844620743,0.17533353,classical
classical.00055.wav,[78.30255682],-29.315878,1079.9035739320498,1764.9809940680632,0.18647887,0.059341288941563465,0.0130498,classical
classical.00056.wav,[95.703125],1.7239392,1680.101088819283,3077.8397220576144,0.31287572,0.09672579455301858,0.1898476,classical
classical.00057.wav,[107.66601562],-21.432419,1751.7302668488421,3236.6554283874325,0.2538498,0.09525792738970588,0.016770324,classical
classical.00058.wav,[143.5546875],-14.374934,1137.9529528789749,1821.2139873681792,0.26571423,0.08186836360777863,0.029987613,classical
classical.00059.wav,[117.45383523],-9.266076,1551.8652270368914,2841.9578150699012,0.2825834,0.09329951141640867,0.069151305,classical
classical.00060.wav,[123.046875],-8.570952,1803.525958968436,3366.3129776993032,0.30526578,0.10401637782991487,0.0687404,classical
classical.00061.wav,[151.99908088],-11.1960945,1322.6998486991345,2474.968367538216,0.28175208,0.07612614587364551,0.048178677,classical
classical.00062.wav,[89.10290948],-13.149895,1474.8137600109778,2809.8330093242066,0.32029325,0.07404603751451239,0.0389268,classical
classical.00063.wav,[95.703125],-19.411636,690.354003458877,749.5288010352167,0.22674659,0.036054203753869966,0.020152481,classical
classical.00064.wav,[89.10290948],-22.999435,1118.5116673005261,1876.2136547927148,0.1989291,0.04229906395123839,0.012561125,classical
classical.00065.wav,[123.046875],-21.386265,828.825494001674,1013.5772043706463,0.20719388,0.047511806428986066,0.029191138,classical
classical.00066.wav,[135.99917763],-20.765144,795.1394730921776,1007.5022411051181,0.18708831,0.04503222958591331,0.03171597,classical
classical.00067.wav,[143.5546875],-19.640755,1117.9494607534948,1993.387946255805,0.26750588,0.046355350836880804,0.031677265,classical
classical.00068.wav,[83.35433468],-12.470594,1559.8986812117996,2812.9663237108166,0.2572882,0.09520237217008513,0.057378534,classical
classical.00069.wav,[69.83741554],-14.563341,1349.5963387962488,2443.718556501548,0.23668897,0.079280321812113,0.029149206,classical
classical.00070.wav,[161.49902344],-14.493268,1355.999780696475,2522.8430780463914,0.24424575,0.07085595854295666,0.031904,classical
classical.00071.wav,[143.5546875],-11.838151,1396.7861186062223,2615.034187246033,0.20815392,0.07585706208881579,0.05169907,classical
classical.00072.wav,[117.45383523],-13.584393,1285.1523138296154,2477.143354386368,0.27944192,0.06374980347813468,0.020721398,classical
classical.00073.wav,[129.19921875],-14.214203,1211.352791907563,2104.7456062246033,0.2163273,0.07093910240905572,0.043812327,classical
classical.00074.wav,[161.49902344],-13.430333,1360.0001055902917,2568.7761336288218,0.23741013,0.07211672189434984,0.037271157,classical
classical.00075.wav,[117.45383523],-18.538351,1171.8444805151357,2235.9864792956655,0.21740314,0.0608847414376935,0.016478458,classical
classical.00076.wav,[172.265625],-8.587706,1340.368610909044,2522.134748996227,0.26045904,0.07171347414376934,0.05884206,classical
classical.00077.wav,[161.49902344],-28.836481,811.9966754623425,1236.3091908741292,0.21903363,0.04834475679663313,0.016752148,classical
classical.00078.wav,[67.99958882],-30.14846,715.4772961169846,1037.702058490954,0.22515063,0.04129340109810371,0.006631079,classical
classical.00079.wav,[143.5546875],-25.426178,790.4782247441923,1159.4013225921537,0.21772772,0.05211230771091331,0.01884352,classical
classical.00080.wav,[143.5546875],-24.193365,973.5547961720958,1911.3134425491003,0.43804654,0.031537602191369966,0.0052696657,classical
classical.00081.wav,[151.99908088],-18.965885,1214.3345474841144,2164.4285786631676,0.26684132,0.06055896865325077,0.016512703,classical
classical.00082.wav,[117.45383523],-22.607336,1415.311188046843,2489.984943401703,0.28271675,0.08737929022349071,0.04296314,classical
classical.00083.wav,[117.45383523],-18.693941,853.4404819807542,1401.899856236697,0.24464235,0.05079296572658669,0.041872445,classical
classical.00084.wav,[112.34714674],-22.808811,1002.3644432557223,1733.6895166166796,0.24545789,0.05794825125773994,0.021968717,classical
classical.00085.wav,[107.66601562],-14.360825,1525.6012665401886,2732.8751413445725,0.30964005,0.09158788155476007,0.038878046,classical
classical.00086.wav,[99.38401442],-14.948677,1356.517262209537,2496.8682351127127,0.31213167,0.07686121323529412,0.031511255,classical
classical.00087.wav,[123.046875],-21.66053,876.9626952356676,1457.2911879595588,0.27444813,0.051046554518188854,0.021436756,classical
classical.00088.wav,[103.359375],-17.373167,1302.9045959121115,2347.3024728497485,0.29419056,0.07053623258513932,0.028229875,classical
classical.00089.wav,[99.38401442],-15.398979,2423.3992282999484,4296.815684410071,0.21732555,0.16668644482875386,0.03511974,classical
classical.00090.wav,[95.703125],-17.249681,2172.514738800756,4066.9587409902283,0.21933526,0.151986231375774,0.023853911,classical
classical.00091.wav,[92.28515625],-9.98912,2192.7057790195913,4066.492077145414,0.22580075,0.1524378537393576,0.04471866,classical
classical.00092.wav,[95.703125],-11.051726,1807.4309138096596,3072.531420822852,0.1811293,0.13095801385932662,0.08413399,classical
classical.00093.wav,[135.99917763],-9.925317,1623.8299978978253,2732.100146030863,0.2269671,0.10825822670762383,0.08248694,classical
classical.00094.wav,[184.5703125],-16.234005,1424.1018503760445,2927.490631197997,0.3689322,0.07015490458107586,0.013991359,classical
classical.00095.wav,[86.1328125],-20.045567,1800.6383191622836,3426.4376141338525,0.22755928,0.12435714674438854,0.0135638025,classical
classical.00096.wav,[135.99917763],-7.8723226,1932.8371720042157,3573.161726913216,0.29303515,0.11752045339106038,0.05697671,classical
classical.00097.wav,[103.359375],-11.731907,1494.1405636701372,2781.1748492828465,0.22232275,0.08592124915344428,0.036704183,classical
classical.00098.wav,[184.5703125],-14.426743,1953.0123992184488,3780.5438062354874,0.28997293,0.1234924505369582,0.029099641,classical
classical.00099.wav,[95.703125],-14.597801,1524.8987119782064,3325.1048935456174,0.33388892,0.08068318558920279,0.010497971,classical
country.00000.wav,[86.1328125],9.053882,2797.969870734425,6220.629051373839,0.38354596,0.10713729622194272,0.24838431,country
country.00001.wav,[129.19921875],10.385107,2937.8328051469803,6279.203697180969,0.41387543,0.12698751632643188,0.23043084,country
country.00002.wav,[83.35433468],2.8341691,2307.5397576425735,5187.343632842734,0.29724705,0.0741337165005805,0.14610802,country
country.00003.wav,[161.49902344],7.4234276,2174.1604935047117,4348.07370779315,0.37698767,0.1025643835864938,0.2042707,country
country.00004.wav,[117.45383523],9.527823,2966.1571589936843,6349.4199392596265,0.3827643,0.12416100280572756,0.2093933,country
country.00005.wav,[129.19921875],8.244869,2926.865766278933,6172.429342830882,0.41735208,0.13645079999516255,0.20384075,country
country.00006.wav,[112.34714674],8.522493,2800.214423030315,6004.497024961301,0.42083368,0.12843724300986842,0.21448013,country
country.00007.wav,[103.359375],9.751823,2898.787368032488,6400.052966421972,0.42144912,0.11293582502902477,0.24406008,country
country.00008.wav,[66.25600962],10.298622,2506.169376457896,5478.791870495114,0.35535052,0.10473972946497678,0.27419725,country
country.00009.wav,[95.703125],10.305912,3191.4845774083215,6926.349783977119,0.42975277,0.15687886996904024,0.23653284,country
country.00010.wav,[80.74951172],-6.68737,1861.184983990783,3768.960542944563,0.29136452,0.07651125314434984,0.07468149,country
country.00011.wav,[112.34714674],-6.254246,2838.2033521252542,6046.530104126355,0.3009386,0.11010515431501548,0.07848472,country
country.00012.wav,[89.10290948],-2.1472657,1667.8626239303642,3440.6958612495164,0.29649943,0.06406763980263158,0.12687828,country
country.00013.wav,[129.19921875],-1.3327786,2812.414612083667,6062.846672128967,0.36810315,0.12956497617550308,0.080029346,country
country.00014.wav,[135.99917763],0.17885907,2951.9486784809105,6568.8436124346945,0.36476815,0.12474225401509288,0.09264681,country
country.00015.wav,[151.99908088],-1.4689645,1959.337324250709,4208.8912160773025,0.37969851,0.09426624782314241,0.104739495,country
country.00016.wav,[107.66601562],-7.9112697,1425.8089845409772,2880.507581964735,0.32257736,0.06017386138254644,0.07976905,country
country.00017.wav,[89.10290948],-1.6394603,1469.7849502285726,2966.873726387142,0.35718656,0.06385600087074303,0.08870292,country
country.00018.wav,[86.1328125],-1.0307665,2068.772763718777,4098.033553085091,0.3699392,0.09561053296729877,0.09677969,country
country.00019.wav,[83.35433468],-7.2078795,1138.6702901800775,2117.4705292787344,0.31574336,0.050959631385448914,0.08205686,country
country.00020.wav,[103.359375],1.1585006,2409.267879260446,5215.735127829915,0.36554465,0.08685812935371517,0.10520261,country
